6307,300.7265363432238,375.33290723144063,7.535202753631657,21.977674698092333
6307,507.0,339.0,9.0,18.0
6307,295.7030678408027,397.93851549233557,7.535202753631657,23.861475386500246
6307,283.77233014755257,389.1474456130986,7.535202753631657,23.23354182369761
6307,286.2840643987631,401.07818330634876,5.023468502421105,22.60560826089497
6307,394.91657076361946,295.58534475550556,5.651402065223743,21.349741135289694
6307,301.9824034688291,400.4502497435461,10.674870567644847,21.349741135289694
6307,337.0,325.0,6.0,16.0
6307,887.0,343.0,9.0,21.0
6307,206.0,346.0,7.0,18.0
6307,711.0081583722772,442.52179845132287,0.0,0.0
6307,312.0,376.0,8.0,17.0
6307,305.866204157237,370.5418373522037,5.791069879236932,21.745276074908162
6307,398.0,298.0,6.0,21.0
6307,474.0361996767519,413.63685456240154,0.0,0.0
6307,301.9824034688291,389.1474456130986,6.279335628026381,20.721807572487055
6307,337.0,343.0,5.0,16.0
6307,496.0,284.0,7.0,19.0
6307,291.93546646398687,382.8681099850723,5.023468502421105,22.60560826089497
7596,1035.0,347.0,8.0,17.0
7596,634.3405474682049,335.07616438366466,6.540973995229445,22.348327817033933
7596,629.9798981380519,327.44502805589696,0.0,0.0
7596,634.3405474682049,326.89994688962787,0.0,0.0
7596,527.0,343.0,5.0,18.0
7596,637.0659532995505,326.89994688962787,0.0,0.0
7596,555.0,284.0,9.0,17.0
7596,485.0,331.0,4.0,16.0
7596,634.3405474682049,325.2647033908205,0.0,0.0
7596,562.0,320.0,9.0,18.0
7596,711.0,346.0,6.0,17.0
7596,778.0,331.0,3.0,12.0
7596,670.3159044419668,396.6703361720753,0.0,0.0
7596,740.0,305.0,3.0,14.0
7596,643.0,348.0,6.0,15.0
7596,607.0,363.0,8.0,15.0
7596,692.1191510927316,356.33432986816035,7.086055161498565,20.168003151957453
7596,557.0,350.0,6.0,16.0
7596,201.0,354.0,8.0,15.0
7596,593.0,445.0,11.0,21.0
7596,674.0,330.0,7.0,12.0
7596,632.1602228031284,327.44502805589696,0.0,0.0
7596,458.0,382.0,6.0,19.0
7596,622.0,311.0,12.0,17.0
7596,751.0,395.0,8.0,17.0
7596,639.246277964627,413.02277116014886,10.356542159113287,24.528652482110417
7596,761.0,361.0,7.0,17.0
7596,653.0,424.0,12.0,19.0
7596,641.9716837959726,329.0802715547043,0.0,0.0
7625,216.0,349.0,7.0,16.0
7625,558.0,316.0,13.0,17.0
7625,1009.0,348.0,8.0,17.0
7625,777.0,401.0,6.0,20.0
7625,521.0,341.0,8.0,17.0
7625,579.0,345.0,8.0,19.0
7625,734.0,301.0,6.0,16.0
7625,641.4407505342314,323.01261686518035,6.775066673809596,18.066844463492256
7625,440.1083661073397,190.7858926967778,0.0,0.0
7625,620.3627653268237,410.33569843872624,11.29177778968266,19.572414835449944
7625,633.7560975609756,268.4878048780488,0.0,0.0
7625,638.0,330.0,7.0,17.0
7625,702.0,423.0,10.0,23.0
7625,778.0,361.0,5.0,17.0
7625,770.0,328.0,3.0,15.0
7625,565.0,280.0,7.0,16.0
7625,480.0,324.0,6.0,19.0
7625,610.0,304.0,6.0,17.0
7625,567.0,355.0,9.0,18.0
7625,672.0,342.0,11.0,18.0
7625,700.0,342.0,9.0,16.0
7625,622.0,452.0,9.0,20.0
7625,453.0,381.0,8.0,20.0
